"feature","subject","comparison","n_pre","n_post","W_statistic","p_raw","note","p_BY","label"
"gfcc_4_std","Michael and Prince","Pre vs Late Post",28,8,71,0.123301124258115,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_4_std","Paul and John","Pre vs Early Post",33,20,205,0.0223421735877934,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.325767893836514,"secondary_exploratory"
"gfcc_4_std","Paul and John","Pre vs Late Post",33,13,237,0.591471326994687,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_4_std","Snoop and Dre","Pre vs Early Post",3,30,37,0.63859207768502,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_4_std","Snoop and Dre","Pre vs Mid Post",3,16,30,0.538608416681224,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_4_std","Snoop and Dre","Pre vs Late Post",3,85,96,0.475949685136425,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_4_std","Tina and Aretha","Pre vs Early Post",29,5,35,0.0719904026856194,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.894431770321281,"secondary_exploratory"
"gfcc_4_std","Tina and Aretha","Pre vs Late Post",29,375,3087,0.000104899997131063,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00280239852240542,"secondary_exploratory"
"gfcc_6_mean","Barry and Stevie","Pre vs Mid Post",14,5,52,0.126611095575681,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_6_mean","Barry and Stevie","Pre vs Late Post",14,29,21,0.00000254526447475259,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000926503673447607,"secondary_exploratory"
"gfcc_6_mean","Cher and Adele","Pre vs Early Post",49,170,2504,0.0000214643189591539,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000661418112945697,"secondary_exploratory"
"gfcc_6_mean","Cher and Adele","Pre vs Mid Post",49,73,824,0.000000479118378971582,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000196204779642263,"secondary_exploratory"
"gfcc_6_mean","Cher and Adele","Pre vs Late Post",49,304,1101,1.02957022708179e-21,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",4.27243098662337e-19,"secondary_exploratory"
"gfcc_6_mean","Elvis","Pre vs Early Post",25,65,108,0.000000000227023645492042,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000170256358707831,"secondary_exploratory"
"gfcc_6_mean","Elvis","Pre vs Late Post",25,40,30,0.000000000243993388507547,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000176599694194323,"secondary_exploratory"
"gfcc_6_mean","Michael and Prince","Pre vs Early Post",28,31,523,0.179149432482782,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_6_mean","Michael and Prince","Pre vs Mid Post",28,34,544,0.339686368349737,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_6_mean","Michael and Prince","Pre vs Late Post",28,8,201,0.000758500015500901,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0173578939231576,"secondary_exploratory"
"gfcc_6_mean","Paul and John","Pre vs Early Post",33,20,281,0.373495037977674,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_6_mean","Paul and John","Pre vs Late Post",33,13,230,0.714413354134101,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_6_mean","Snoop and Dre","Pre vs Early Post",3,30,70,0.124968280952791,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_6_mean","Snoop and Dre","Pre vs Mid Post",3,16,28,0.695566706745738,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_6_mean","Snoop and Dre","Pre vs Late Post",3,85,37,0.0384980262605972,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.521270614346317,"secondary_exploratory"
"gfcc_6_mean","Tina and Aretha","Pre vs Early Post",29,5,12,0.00352750962224868,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0665372132039313,"secondary_exploratory"
"gfcc_6_mean","Tina and Aretha","Pre vs Late Post",29,375,110,1.45773377463442e-18,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",3.48991788319458e-16,"secondary_exploratory"
"gfcc_7_mean","Barry and Stevie","Pre vs Mid Post",14,5,39,0.745909995805377,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_mean","Barry and Stevie","Pre vs Late Post",14,29,286,0.0324846657923416,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.451347175548531,"secondary_exploratory"
"gfcc_7_mean","Cher and Adele","Pre vs Early Post",49,170,2037,0.0000000520670235944985,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00000270079639949508,"secondary_exploratory"
"gfcc_7_mean","Cher and Adele","Pre vs Mid Post",49,73,1531,0.179536680378924,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_mean","Cher and Adele","Pre vs Late Post",49,304,10327,0.0000140995166447781,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000454733820335888,"secondary_exploratory"
"gfcc_7_mean","Elvis","Pre vs Early Post",25,65,421,0.000427902721605835,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0103638773670266,"secondary_exploratory"
"gfcc_7_mean","Elvis","Pre vs Late Post",25,40,292,0.00514313484645579,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0917303021844687,"secondary_exploratory"
"gfcc_7_mean","Michael and Prince","Pre vs Early Post",28,31,755,0.00000114454703769581,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000442504926011378,"secondary_exploratory"
"gfcc_7_mean","Michael and Prince","Pre vs Mid Post",28,34,833,0.000000459056617633215,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000191745383359103,"secondary_exploratory"
"gfcc_7_mean","Michael and Prince","Pre vs Late Post",28,8,150,0.153605423208508,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_mean","Paul and John","Pre vs Early Post",33,20,560,0.0000254033020920485,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000760216301202424,"secondary_exploratory"
"gfcc_7_mean","Paul and John","Pre vs Late Post",33,13,251,0.379810926703912,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_mean","Snoop and Dre","Pre vs Early Post",3,30,57,0.471427760265031,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_mean","Snoop and Dre","Pre vs Mid Post",3,16,34,0.288175633383966,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_mean","Snoop and Dre","Pre vs Late Post",3,85,185,0.189962111348442,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_mean","Tina and Aretha","Pre vs Early Post",29,5,104,0.131703017265936,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_mean","Tina and Aretha","Pre vs Late Post",29,375,9845,0.000000000000348207478837436,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000000367363854442922,"secondary_exploratory"
"gfcc_7_std","Barry and Stevie","Pre vs Mid Post",14,5,6,0.00832522657381586,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.138559018926194,"secondary_exploratory"
"gfcc_7_std","Barry and Stevie","Pre vs Late Post",14,29,238,0.371194524555059,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Cher and Adele","Pre vs Early Post",49,170,3659,0.195826336492119,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Cher and Adele","Pre vs Mid Post",49,73,1757,0.871386527941762,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Cher and Adele","Pre vs Late Post",49,304,8358,0.170060731129673,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Elvis","Pre vs Early Post",25,65,750,0.576492683588378,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Elvis","Pre vs Late Post",25,40,571,0.341796395009027,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Michael and Prince","Pre vs Early Post",28,31,189,0.000206142297982928,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00525881177576602,"secondary_exploratory"
"gfcc_7_std","Michael and Prince","Pre vs Mid Post",28,34,243,0.00100649693287028,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0224552860907673,"secondary_exploratory"
"gfcc_7_std","Michael and Prince","Pre vs Late Post",28,8,16,0.000279203962530938,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00700777641043808,"secondary_exploratory"
"gfcc_7_std","Paul and John","Pre vs Early Post",33,20,245,0.121015805020127,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Paul and John","Pre vs Late Post",33,13,255,0.329149969707449,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Snoop and Dre","Pre vs Early Post",3,30,37,0.63859207768502,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Snoop and Dre","Pre vs Mid Post",3,16,19,0.614883213857035,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Snoop and Dre","Pre vs Late Post",3,85,101,0.549933921581101,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Tina and Aretha","Pre vs Early Post",29,5,44,0.173342877680223,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_7_std","Tina and Aretha","Pre vs Late Post",29,375,1555,0.000000000147704946442257,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000112122178440437,"secondary_exploratory"
"gfcc_8_mean","Barry and Stevie","Pre vs Mid Post",14,5,70,0.00140277556780204,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0293996448320294,"secondary_exploratory"
"gfcc_8_mean","Barry and Stevie","Pre vs Late Post",14,29,375,0.00000877813745901287,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00029535272961912,"secondary_exploratory"
"gfcc_8_mean","Cher and Adele","Pre vs Early Post",49,170,2549,0.0000356602883091355,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0010276410375761,"secondary_exploratory"
"gfcc_8_mean","Cher and Adele","Pre vs Mid Post",49,73,2756,0.000000441441946903026,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000186924661906745,"secondary_exploratory"
"gfcc_8_mean","Cher and Adele","Pre vs Late Post",49,304,14327,3.17428621592649e-25,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",3.95172231070891e-22,"secondary_exploratory"
"gfcc_8_mean","Elvis","Pre vs Early Post",25,65,982,0.127907854693907,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_8_mean","Elvis","Pre vs Late Post",25,40,953,0.00000000105071883563611,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000000695775294976543,"secondary_exploratory"
"gfcc_8_mean","Michael and Prince","Pre vs Early Post",28,31,638,0.00200823551517794,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0405858145627481,"secondary_exploratory"
"gfcc_8_mean","Michael and Prince","Pre vs Mid Post",28,34,732,0.000301464229962537,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0075361022362288,"secondary_exploratory"
"gfcc_8_mean","Michael and Prince","Pre vs Late Post",28,8,96,0.555331406559414,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_8_mean","Paul and John","Pre vs Early Post",33,20,481,0.00575216981621817,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.101430212068408,"secondary_exploratory"
"gfcc_8_mean","Paul and John","Pre vs Late Post",33,13,365,0.00025285282735131,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00637207972614854,"secondary_exploratory"
"gfcc_8_mean","Snoop and Dre","Pre vs Early Post",3,30,15,0.0646947421484234,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.818491594001255,"secondary_exploratory"
"gfcc_8_mean","Snoop and Dre","Pre vs Mid Post",3,16,35,0.240420786368435,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_8_mean","Snoop and Dre","Pre vs Late Post",3,85,198,0.107480669398507,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"gfcc_8_mean","Tina and Aretha","Pre vs Early Post",29,5,143,0.000664427982415096,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.015317732830976,"secondary_exploratory"
"gfcc_8_mean","Tina and Aretha","Pre vs Late Post",29,375,10563,2.68631605243601e-17,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",5.22537507052613e-15,"secondary_exploratory"
"jit_factor","Barry and Stevie","Pre vs Mid Post",14,5,4,0.00474651991992775,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0858869549164623,"secondary_exploratory"
"jit_factor","Barry and Stevie","Pre vs Late Post",14,29,164,0.318319194751691,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"jit_factor","Cher and Adele","Pre vs Early Post",49,170,3038,0.00394378047044799,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0734981834317324,"secondary_exploratory"
"jit_factor","Cher and Adele","Pre vs Mid Post",49,73,2616,0.0000156731407164483,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00050288032331469,"secondary_exploratory"
"jit_factor","Cher and Adele","Pre vs Late Post",49,304,10355,0.0000116228694069237,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000380776464587519,"secondary_exploratory"
"jit_factor","Elvis","Pre vs Early Post",25,65,939,0.256355687424434,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"jit_factor","Elvis","Pre vs Late Post",25,40,425,0.315109828472674,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"jit_factor","Michael and Prince","Pre vs Early Post",28,31,759,0.0000008404972080157,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0000331123137280669,"secondary_exploratory"
"jit_factor","Michael and Prince","Pre vs Mid Post",28,34,827,0.000000712921594236306,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000028629938259003,"secondary_exploratory"
"jit_factor","Michael and Prince","Pre vs Late Post",28,8,184,0.00651547931341023,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.112655969529387,"secondary_exploratory"
"jit_factor","Paul and John","Pre vs Early Post",33,20,244,0.116677449158471,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"jit_factor","Paul and John","Pre vs Late Post",33,13,268,0.19602095196711,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"jit_factor","Snoop and Dre","Pre vs Early Post",3,30,78,0.0418278417882312,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.557518028963226,"secondary_exploratory"
"jit_factor","Snoop and Dre","Pre vs Mid Post",3,16,47,0.0118837892421473,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.188703177890403,"secondary_exploratory"
"jit_factor","Snoop and Dre","Pre vs Late Post",3,85,235,0.013877437872552,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.214889784760852,"secondary_exploratory"
"jit_factor","Tina and Aretha","Pre vs Early Post",29,5,139,0.00133037311717145,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0288537260316699,"secondary_exploratory"
"jit_factor","Tina and Aretha","Pre vs Late Post",29,375,10044,0.0000000000000289836425209781,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.00000000000375856501682099,"secondary_exploratory"
"lpc_11_mean","Barry and Stevie","Pre vs Mid Post",14,5,55,0.0710200560182872,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.88769139052255,"secondary_exploratory"
"lpc_11_mean","Barry and Stevie","Pre vs Late Post",14,29,69,0.000539548736794009,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0126734584750137,"secondary_exploratory"
"lpc_11_mean","Cher and Adele","Pre vs Early Post",49,170,5369,0.00207236509585123,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.0417463134447733,"secondary_exploratory"
"lpc_11_mean","Cher and Adele","Pre vs Mid Post",49,73,2152,0.0579907093820838,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.744264017299502,"secondary_exploratory"
"lpc_11_mean","Cher and Adele","Pre vs Late Post",49,304,11267,0.00000000839523423504719,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000000492989072211026,"secondary_exploratory"
"lpc_11_mean","Elvis","Pre vs Early Post",25,65,1327,0.00000365188344548751,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000129155998191197,"secondary_exploratory"
"lpc_11_mean","Elvis","Pre vs Late Post",25,40,942,0.00000000262974090232773,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",0.000000170510869219393,"secondary_exploratory"
"lpc_11_mean","Michael and Prince","Pre vs Early Post",28,31,474,0.54878149214816,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lpc_11_mean","Michael and Prince","Pre vs Mid Post",28,34,516,0.576348654692504,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lpc_11_mean","Michael and Prince","Pre vs Late Post",28,8,92,0.458091002207859,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
"lpc_11_mean","Paul and John","Pre vs Early Post",33,20,275,0.317290140814009,"SECONDARY/DESCRIPTIVE ONLY. These tests treat observations as independent and therefore do not fully account for repeated measurements within pig pair. Primary inference comes from the LMM (script 02).",1,"secondary_exploratory"
